domain_id,parent_concept,concept_name,concept_id,vocabulary_id,concept_code
Condition,Chronic disease of respiratory system,Seasonal asthma,40483397,SNOMED,445427006
Condition,Chronic disease of respiratory system,Seasonal cryptogenic organizing pneumonia with biochemical cholestasis,4119431,SNOMED,233713004
Condition,Chronic disease of respiratory system,Segmental bullous emphysema,4110635,SNOMED,195958001
Condition,Chronic disease of respiratory system,Severe chronic obstructive pulmonary disease,4209097,SNOMED,313299006
Condition,Chronic disease of respiratory system,Siegler Brewer Carey syndrome,36715408,SNOMED,721076000
Condition,Chronic disease of respiratory system,Simple chronic bronchitis,261889,SNOMED,61937009
Condition,Chronic disease of respiratory system,Thunderstorm asthma,3661412,SNOMED,829976001
Condition,Chronic disease of respiratory system,Toxic emphysema,4050733,SNOMED,233675009
Condition,Chronic disease of respiratory system,Toxin-induced bronchiectasis,4052552,SNOMED,233631005
Condition,Chronic disease of respiratory system,Traction bronchiectasis,4078695,SNOMED,19325002
Condition,Chronic disease of respiratory system,Vanishing lung,4083395,SNOMED,23958009
Condition,Chronic disease of respiratory system,Very severe chronic obstructive pulmonary disease,44791725,SNOMED,293991000000106
Condition,Chronic disease of respiratory system,Woakes' ethmoiditis,4112365,SNOMED,195756009
Condition,Chronic disease of respiratory system,Zonal bullous emphysema,4112828,SNOMED,195959009
Condition,Chronic obstructive lung disease,Acute exacerbation of chronic obstructive airways disease,257004,SNOMED,195951007
Condition,Chronic obstructive lung disease,Acute exacerbation of chronic obstructive airways disease with asthma,43530693,SNOMED,1751000119100
Condition,Chronic obstructive lung disease,Acute infective exacerbation of chronic obstructive airways disease,4115044,SNOMED,285381006
Condition,Chronic obstructive lung disease,Acute non-infective exacerbation of chronic obstructive pulmonary disease,44807895,SNOMED,847091000000104
Condition,Chronic obstructive lung disease,Asthma-chronic obstructive pulmonary disease overlap syndrome,46274062,SNOMED,10692761000119107
Condition,Chronic obstructive lung disease,Atrophic (senile) emphysema,4148124,SNOMED,266356006
Condition,Chronic obstructive lung disease,Bronchial atresia with segmental pulmonary emphysema,4321845,SNOMED,70756004
Condition,Chronic obstructive lung disease,Bronchiectasis with acute exacerbation,3185549,Nebraska Lexicon,19370001000004105
Condition,Chronic obstructive lung disease,Bullous emphysema with collapse,4145496,SNOMED,266355005
Condition,Chronic obstructive lung disease,Centriacinar emphysema,4286497,SNOMED,68328006
Condition,Chronic obstructive lung disease,Chronic bullous emphysema,4110048,SNOMED,195957006
Condition,Chronic obstructive lung disease,Chronic emphysema due to chemical fumes,4112836,SNOMED,196026004
Condition,Chronic obstructive lung disease,Chronic emphysema due to vapor,3654571,SNOMED,836477007
Condition,Chronic obstructive lung disease,Chronic obliterative bronchiolitis,4166517,SNOMED,47938003
Condition,Chronic obstructive lung disease,Chronic obliterative bronchiolitis due to chemical fumes,3654836,SNOMED,840350008
Condition,Chronic obstructive lung disease,Chronic obliterative bronchiolitis due to vapor,3654837,SNOMED,840351007
Condition,Chronic obstructive lung disease,Chronic obstructive lung disease,255573,SNOMED,13645005
Condition,Chronic obstructive lung disease,Chronic obstructive lung disease co-occurrent with acute bronchitis,46269701,SNOMED,106001000119101
Condition,Chronic obstructive lung disease,Chronic obstructive pulmonary disease with acute lower respiratory infection,4110056,SNOMED,196001008
Condition,Chronic obstructive lung disease,Compensatory emphysema,261895,SNOMED,33325001
Condition,Chronic obstructive lung disease,Congenital emphysema,4166508,SNOMED,47895001
Condition,Chronic obstructive lung disease,Congenital lobar emphysema,4281815,SNOMED,66987001
Condition,Chronic obstructive lung disease,Emphysematous bleb of lung,259043,SNOMED,57686001
Condition,Chronic obstructive lung disease,End stage chronic obstructive airways disease,4046986,SNOMED,135836000
Condition,Chronic obstructive lung disease,Giant bullous emphysema,4050961,SNOMED,16003001
Condition,Chronic obstructive lung disease,Hemolytic anemia with emphysema AND cutis laxa,4246105,SNOMED,60805002
Condition,Chronic obstructive lung disease,Interstitial emphysema of lung,440748,SNOMED,77690003
Condition,Chronic obstructive lung disease,Mild chronic obstructive pulmonary disease,4196712,SNOMED,313296004
Condition,Chronic obstructive lung disease,Moderate chronic obstructive pulmonary disease,4193588,SNOMED,313297008
Condition,Chronic obstructive lung disease,Obstructive emphysema,4056405,SNOMED,16846004
Condition,Chronic obstructive lung disease,Panacinar emphysema,4177944,SNOMED,4981000
Condition,Chronic obstructive lung disease,Paraseptal emphysema,4136683,SNOMED,31898008
Condition,Chronic obstructive lung disease,Pulmonary emphysema,261325,SNOMED,87433001
Condition,Chronic obstructive lung disease,Pulmonary emphysema co-occurrent with fibrosis of lung,45769389,SNOMED,708030004
Condition,Chronic obstructive lung disease,Pulmonary emphysema in alpha-1 PI deficiency,4050732,SNOMED,233674008
Condition,Chronic obstructive lung disease,Ruptured emphysematous bleb of lung,4315386,SNOMED,86680006
Condition,Chronic obstructive lung disease,Scar emphysema,4050734,SNOMED,233677001
Condition,Chronic obstructive lung disease,Segmental bullous emphysema,4110635,SNOMED,195958001
Condition,Chronic obstructive lung disease,Severe chronic obstructive pulmonary disease,4209097,SNOMED,313299006
Condition,Chronic obstructive lung disease,Toxic emphysema,4050733,SNOMED,233675009
Condition,Chronic obstructive lung disease,Vanishing lung,4083395,SNOMED,23958009
Condition,Chronic obstructive lung disease,Very severe chronic obstructive pulmonary disease,44791725,SNOMED,293991000000106
Condition,Chronic obstructive lung disease,Zonal bullous emphysema,4112828,SNOMED,195959009
Condition,Diabetes mellitus,"Atherosclerosis, deafness, diabetes, epilepsy, nephropathy syndrome",36715051,SNOMED,720519003
Condition,Diabetes mellitus,Atypical diabetes mellitus,36713275,SNOMED,530558861000132104
Condition,Diabetes mellitus,DEND syndrome,36715417,SNOMED,721088003
Condition,Diabetes mellitus,Diabetes-deafness syndrome maternally transmitted,4129516,SNOMED,237619009
Condition,Diabetes mellitus,Diabetes mellitus,201820,SNOMED,73211009
Condition,Diabetes mellitus,Diabetes mellitus AND insipidus with optic atrophy AND deafness,4322638,SNOMED,70694009
Condition,Diabetes mellitus,Diabetes mellitus associated with cystic fibrosis,4143529,SNOMED,426705001
Condition,Diabetes mellitus,Diabetes mellitus associated with genetic syndrome,4245270,SNOMED,5969009
Condition,Diabetes mellitus,Diabetes mellitus associated with hormonal etiology,4240589,SNOMED,59079001
Condition,Diabetes mellitus,Diabetes mellitus associated with pancreatic disease,4178452,SNOMED,51002006
Condition,Diabetes mellitus,Diabetes mellitus associated with receptor abnormality,4178790,SNOMED,42954008
Condition,Diabetes mellitus,Diabetes mellitus caused by chemical,42537681,SNOMED,737212004
Condition,Diabetes mellitus,Diabetes mellitus caused by drug without complication,765478,SNOMED,367391000119102
Condition,Diabetes mellitus,Diabetes mellitus complicating Cystic fibrosis,3178281,Nebraska Lexicon,2350001000004101
Condition,Diabetes mellitus,Diabetes mellitus due to cystic fibrosis,4144583,SNOMED,427089005
Condition,Diabetes mellitus,Diabetes mellitus due to genetic defect in beta cell function,43531011,SNOMED,609568004
Condition,Diabetes mellitus,Diabetes mellitus due to genetic defect in insulin action,43531642,SNOMED,609569007
Condition,Diabetes mellitus,Diabetes mellitus due to insulin receptor antibodies,4192852,SNOMED,75682002
Condition,Diabetes mellitus,Diabetes mellitus due to pancreatic injury,45757077,SNOMED,105401000119101
Condition,Diabetes mellitus,Diabetes mellitus due to structurally abnormal insulin,4237068,SNOMED,91352004
Condition,Diabetes mellitus,Diabetes mellitus during pregnancy - baby delivered,443012,SNOMED,199225007
Condition,Diabetes mellitus,Diabetes mellitus during pregnancy - baby not yet delivered,192691,SNOMED,199227004
Condition,Diabetes mellitus,"Diabetes mellitus during pregnancy, childbirth and the puerperium",4058243,SNOMED,199223000
Condition,Diabetes mellitus,Diabetes mellitus in mother complicating childbirth,45757129,SNOMED,10754881000119104
Condition,Diabetes mellitus,"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium",194700,SNOMED,76751001
Condition,Diabetes mellitus,Diabetes mellitus in neonate small for gestational age,4079850,SNOMED,276560009
Condition,Diabetes mellitus,Diabetes mellitus in remission,45766050,SNOMED,703136005
Condition,Diabetes mellitus,Diabetes mellitus in the puerperium - baby delivered during current episode of care,4062685,SNOMED,199226008
Condition,Diabetes mellitus,Diabetes mellitus in the puerperium - baby delivered during previous episode of care,4062686,SNOMED,199228009
Condition,Diabetes mellitus,Diabetes mellitus induced by non-steroid drugs,4235410,SNOMED,408540003
Condition,Diabetes mellitus,Diabetes mellitus induced by non-steroid drugs without complication,4136889,SNOMED,413183008
Condition,Diabetes mellitus,Diabetes mellitus type 1 without retinopathy,45757674,SNOMED,31321000119102
Condition,Diabetes mellitus,Diabetes mellitus type 2 with periodontal disease,36684827,SNOMED,368101000119109
Condition,Diabetes mellitus,Diabetes mellitus type 2 without retinopathy,45757474,SNOMED,1481000119100
Condition,Diabetes mellitus,Diabetes mellitus with multiple complications,44793113,SNOMED,385041000000108
Condition,Diabetes mellitus,Diabetes mellitus without complication,4008576,SNOMED,111552007
Condition,Diabetes mellitus,"Diabetes mellitus, transient neonatal 1",43531645,SNOMED,609579009
Condition,Diabetes mellitus,"Diabetes mellitus, transient neonatal 2",43531019,SNOMED,609580007
Condition,Diabetes mellitus,"Diabetes mellitus, transient neonatal 3",43531020,SNOMED,609581006
Condition,Diabetes mellitus,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus,42535539,SNOMED,368521000119107
Condition,Diabetes mellitus,Drug-induced diabetes mellitus,4202383,SNOMED,5368009
Condition,Diabetes mellitus,"Extreme insulin resistance with acanthosis nigricans, hirsutism AND abnormal insulin receptors",4084643,SNOMED,24203005
Condition,Diabetes mellitus,Fibrocalculous pancreatic diabetes,4099741,SNOMED,2751001
Condition,Diabetes mellitus,Gestational diabetes during pregnancy,3183244,Nebraska Lexicon,5620001000004106
Condition,Diabetes mellitus,Gestational diabetes mellitus,4024659,SNOMED,11687002
Condition,Diabetes mellitus,Gestational diabetes mellitus complicating pregnancy,37018765,SNOMED,40801000119106
Condition,Diabetes mellitus,Gestational diabetes mellitus in childbirth,45757124,SNOMED,10753491000119101
Condition,Diabetes mellitus,"Gestational diabetes mellitus, class A>1<",4326434,SNOMED,75022004
Condition,Diabetes mellitus,"Gestational diabetes mellitus, class A>2<",4263902,SNOMED,46894009
Condition,Diabetes mellitus,Gingival disease co-occurrent with diabetes mellitus,37396524,SNOMED,716362006
Condition,Diabetes mellitus,Gingivitis co-occurrent with diabetes mellitus,46274096,SNOMED,709147009
Condition,Diabetes mellitus,Houssay's syndrome,4048202,SNOMED,123763000
Condition,Diabetes mellitus,Hyperproinsulinemia,4034962,SNOMED,237613005
Condition,Diabetes mellitus,Insulin autoimmune syndrome,4252384,SNOMED,408539000
Condition,Diabetes mellitus,Insulin dependent diabetes mellitus type 1A,4047906,SNOMED,23045005
Condition,Diabetes mellitus,Insulin dependent diabetes mellitus type 1B,4102018,SNOMED,28032008
Condition,Diabetes mellitus,Insulin resistance - type A,4129524,SNOMED,237651005
Condition,Diabetes mellitus,Insulin resistance - type B,4129525,SNOMED,237652003
Condition,Diabetes mellitus,Insulin treated type 2 diabetes mellitus,4130162,SNOMED,237599002
Condition,Diabetes mellitus,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome",36717215,SNOMED,722454003
Condition,Diabetes mellitus,Ketosis-prone diabetes mellitus,36685758,SNOMED,1102351000000105
Condition,Diabetes mellitus,Latent autoimmune diabetes mellitus in adult,4145827,SNOMED,426875007
Condition,Diabetes mellitus,Leprechaunism syndrome,4006979,SNOMED,111307005
Condition,Diabetes mellitus,Lipoatrophic diabetes,4131907,SNOMED,127012008
Condition,Diabetes mellitus,Lipoatrophic diabetes mellitus without complication,44787902,SNOMED,112991000000101
Condition,Diabetes mellitus,Malnutrition-related diabetes mellitus - fibrocalculous,4030061,SNOMED,237600004
Condition,Diabetes mellitus,Malnutrition-related diabetes mellitus with peripheral circulatory complications,4096671,SNOMED,190410002
Condition,Diabetes mellitus,Malnutrition-related diabetes mellitus with renal complications,4096670,SNOMED,190407009
Condition,Diabetes mellitus,Malnutrition-related diabetes mellitus without complications,4096042,SNOMED,190412005
Condition,Diabetes mellitus,Malnutrition related diabetes mellitus,4327944,SNOMED,75524006
Condition,Diabetes mellitus,Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn,4166381,SNOMED,4783006
Condition,Diabetes mellitus,Maternally inherited diabetes mellitus,44792134,SNOMED,335621000000101
Condition,Diabetes mellitus,Maturity-onset diabetes of the young,43531640,SNOMED,609561005
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 10",43531017,SNOMED,609577006
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 11",43531018,SNOMED,609578001
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 3",43531012,SNOMED,609570008
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 4",43531013,SNOMED,609571007
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 5",43531014,SNOMED,609572000
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 6",43531643,SNOMED,609573005
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 7",43531015,SNOMED,609574004
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 8",43531644,SNOMED,609575003
Condition,Diabetes mellitus,"Maturity-onset diabetes of the young, type 9",43531016,SNOMED,609576002
Condition,Diabetes mellitus,"Maturity onset diabetes of the young, type 1",43531006,SNOMED,609562003
Condition,Diabetes mellitus,"Maturity onset diabetes of the young, type 2",4130164,SNOMED,237604008
Condition,Diabetes mellitus,"Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness",4034963,SNOMED,237617006
Condition,Diabetes mellitus,Myopathy and diabetes mellitus,37204818,SNOMED,783722008
Condition,Diabetes mellitus,Neonatal diabetes mellitus,193323,SNOMED,49817004
Condition,Diabetes mellitus,"Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome",36716258,SNOMED,722206009
Condition,Diabetes mellitus,Permanent neonatal diabetes mellitus,43531641,SNOMED,609565001
Condition,Diabetes mellitus,Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome,37110041,SNOMED,724067006
Condition,Diabetes mellitus,"Photomyoclonus, diabetes mellitus, deafness, nephropathy and cerebral dysfunction",4030066,SNOMED,237612000
Condition,Diabetes mellitus,Poorly controlled diabetes mellitus,3198118,Nebraska Lexicon,29770001000004105
Condition,Diabetes mellitus,Poorly controlled type 1 diabetes,3194119,Nebraska Lexicon,29680001000004109
Condition,Diabetes mellitus,Poorly controlled type 2 diabetes,3193274,Nebraska Lexicon,29690001000004108
Condition,Diabetes mellitus,Poorly controlled type II diabetes with circulatory disease,3192767,Nebraska Lexicon,10140001000004100
Condition,Diabetes mellitus,Poorly controlled type II diabetes with complications,3194082,Nebraska Lexicon,10150001000004102
Condition,Diabetes mellitus,Poorly controlled type II diabetes with neuropathy,3191208,Nebraska Lexicon,10170001000004104
Condition,Diabetes mellitus,Poorly controlled type II diabetes with renal complications,3194332,Nebraska Lexicon,10160001000004105
Condition,Diabetes mellitus,Postpartum gestational diabetes mellitus,45757789,SNOMED,40791000119105
Condition,Diabetes mellitus,Posttransplant diabetes mellitus,40482883,SNOMED,445260006
Condition,Diabetes mellitus,Pre-existing diabetes mellitus,44793114,SNOMED,385051000000106
Condition,Diabetes mellitus,Pre-existing diabetes mellitus in mother complicating childbirth,45757079,SNOMED,106281000119103
Condition,Diabetes mellitus,Pre-existing diabetes mellitus in pregnancy,43531007,SNOMED,609563008
Condition,Diabetes mellitus,Pre-existing malnutrition-related diabetes mellitus,4062687,SNOMED,199231005
Condition,Diabetes mellitus,Pre-existing type 1 diabetes mellitus,4063042,SNOMED,199229001
Condition,Diabetes mellitus,Pre-existing type 1 diabetes mellitus in pregnancy,43531008,SNOMED,609564002
Condition,Diabetes mellitus,Pre-existing type 2 diabetes mellitus,4063043,SNOMED,199230006
Condition,Diabetes mellitus,Pre-existing type 2 diabetes mellitus in pregnancy,43531010,SNOMED,609567009
Condition,Diabetes mellitus,Pregnancy and type 1 diabetes mellitus,43531009,SNOMED,609566000
Condition,Diabetes mellitus,Pregnancy and type 2 diabetes mellitus,4129519,SNOMED,237627000
Condition,Diabetes mellitus,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome",37204277,SNOMED,782825008
Condition,Diabetes mellitus,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome",37204232,SNOMED,782755007
Condition,Diabetes mellitus,Protein-deficient diabetes mellitus,4212631,SNOMED,57886004
Condition,Diabetes mellitus,Rabson-Mendenhall syndrome,4140808,SNOMED,33559001
Condition,Diabetes mellitus,Secondary diabetes mellitus,195771,SNOMED,8801005
Condition,Diabetes mellitus,Secondary endocrine diabetes mellitus,4034960,SNOMED,237601000
Condition,Diabetes mellitus,Steroid-induced diabetes,4099334,SNOMED,190447002
Condition,Diabetes mellitus,Steroid-induced diabetes mellitus without complication,4099653,SNOMED,190416008
Condition,Diabetes mellitus,Stimmler syndrome,37116379,SNOMED,733072002
Condition,Diabetes mellitus,Transient neonatal diabetes mellitus,4129378,SNOMED,237603002
Condition,Diabetes mellitus,Type 1 diabetes mellitus,201254,SNOMED,46635009
Condition,Diabetes mellitus,Type 1 diabetes mellitus maturity onset,4099215,SNOMED,190372001
Condition,Diabetes mellitus,Type 1 diabetes mellitus with ulcer,4099214,SNOMED,190368000
Condition,Diabetes mellitus,Type 1 diabetes mellitus without complication,443412,SNOMED,313435000
Condition,Diabetes mellitus,Type 2 diabetes mellitus,201826,SNOMED,44054006
Condition,Diabetes mellitus,Type 2 diabetes mellitus in nonobese,4230254,SNOMED,359642000
Condition,Diabetes mellitus,Type 2 diabetes mellitus in obese,4304377,SNOMED,81531005
Condition,Diabetes mellitus,Type 2 diabetes mellitus with ulcer,4099651,SNOMED,190389009
Condition,Diabetes mellitus,Type 2 diabetes mellitus without complication,4193704,SNOMED,313436004
Condition,Diabetes mellitus,Type I diabetes mellitus in remission,45766051,SNOMED,703137001
Condition,Diabetes mellitus,Type II diabetes mellitus in remission,45766052,SNOMED,703138006
Condition,Diabetes mellitus,Wolfram-like syndrome,37116960,SNOMED,734022008
Condition,Diabetes mellitus,Woodhouse Sakati syndrome,37311329,SNOMED,816067005
Condition,Human immunodeficiency virus infection,Acquired hemolytic anemia co-occurrent with human immunodeficiency virus infection,37017285,SNOMED,713533000
Condition,Human immunodeficiency virus infection,Acquired immune deficiency syndrome-related nephropathy,4128060,SNOMED,236406007
Condition,Human immunodeficiency virus infection,Acquired immune deficiency syndrome complicating childbirth,45757102,SNOMED,10746341000119109
Condition,Human immunodeficiency virus infection,Acute endocarditis co-occurrent with human immunodeficiency virus infection,37017266,SNOMED,713511002
Condition,Human immunodeficiency virus infection,Acute HIV infection,4008081,SNOMED,111880001
Condition,Human immunodeficiency virus infection,Agranulocytosis co-occurrent with human immunodeficiency virus infection,37017282,SNOMED,713530002
Condition,Human immunodeficiency virus infection,AIDS,4267414,SNOMED,62479008
Condition,Human immunodeficiency virus infection,Anemia co-occurrent with human immunodeficiency virus infection,37017132,SNOMED,713349004
Condition,Human immunodeficiency virus infection,Aplastic anemia co-occurrent with human immunodeficiency virus infection,37019055,SNOMED,713508003
Condition,Human immunodeficiency virus infection,Aspergillosis co-occurrent with human immunodeficiency virus infection,37017456,SNOMED,713732008
Condition,Human immunodeficiency virus infection,Asymptomatic human immunodeficiency virus A1 infection,42538959,SNOMED,90681000119107
Condition,Human immunodeficiency virus infection,Asymptomatic human immunodeficiency virus A2 infection,42538960,SNOMED,90691000119105
Condition,Human immunodeficiency virus infection,Asymptomatic human immunodeficiency virus infection,4241530,SNOMED,91947003
Condition,Human immunodeficiency virus infection,Asymptomatic human immunodeficiency virus infection in pregnancy,4239722,SNOMED,91948008
Condition,Human immunodeficiency virus infection,Bacterial pneumonia co-occurrent with human immunodeficiency virus infection,37019058,SNOMED,713544008
Condition,Human immunodeficiency virus infection,Burkitt lymphoma co-occurrent with human immunodeficiency virus infection,37017595,SNOMED,713897006
Condition,Human immunodeficiency virus infection,Candidiasis of esophagus co-occurrent with human immunodeficiency virus infection,37017092,SNOMED,713297001
Condition,Human immunodeficiency virus infection,Candidiasis of mouth co-occurrent with human immunodeficiency virus infection,37017254,SNOMED,713497004
Condition,Human immunodeficiency virus infection,Candidiasis of upper respiratory tract co-occurrent with human immunodeficiency virus infection,36714339,SNOMED,719522009
Condition,Human immunodeficiency virus infection,Cardiomyopathy co-occurrent with human immunodeficiency virus infection,37017276,SNOMED,713523008
Condition,Human immunodeficiency virus infection,Chronic hepatitis C co-occurrent with human immunodeficiency virus infection,3654682,SNOMED,838377003
Condition,Human immunodeficiency virus infection,Chronic infection caused by herpes simplex virus co-occurrent with human immunodeficiency virus infection,37017210,SNOMED,713446007
Condition,Human immunodeficiency virus infection,Coccidiosis co-occurrent with human immunodeficiency virus infection,37017453,SNOMED,713729005
Condition,Human immunodeficiency virus infection,Congenital acquired immune deficiency syndrome,4171124,SNOMED,276665006
Condition,Human immunodeficiency virus infection,Congenital human immunodeficiency virus infection,4180254,SNOMED,52079000
Condition,Human immunodeficiency virus infection,Congenital human immunodeficiency virus positive status syndrome,4171125,SNOMED,276666007
Condition,Human immunodeficiency virus infection,Dementia co-occurrent with human immunodeficiency virus infection,37017549,SNOMED,713844000
Condition,Human immunodeficiency virus infection,Demyelinating disease of central nervous system co-occurrent with human immunodeficiency virus infection,37017294,SNOMED,713543002
Condition,Human immunodeficiency virus infection,Dermatophytosis co-occurrent with human immunodeficiency virus infection,37018935,SNOMED,713734009
Condition,Human immunodeficiency virus infection,Diffuse non-Hodgkin immunoblastic lymphoma co-occurrent with human immunodeficiency virus infection,37017442,SNOMED,713718006
Condition,Human immunodeficiency virus infection,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,37017319,SNOMED,713571008
Condition,Human immunodeficiency virus infection,Disorder of eye proper co-occurrent with human immunodeficiency virus infection,37018711,SNOMED,713299003
Condition,Human immunodeficiency virus infection,Disorder of gastrointestinal tract co-occurrent with human immunodeficiency virus infection,37017094,SNOMED,713300006
Condition,Human immunodeficiency virus infection,Disorder of kidney co-occurrent with human immunodeficiency virus infection,37017260,SNOMED,713504001
Condition,Human immunodeficiency virus infection,Disorder of peripheral nervous system co-occurrent with human immunodeficiency virus infection,37017279,SNOMED,713527009
Condition,Human immunodeficiency virus infection,Disorder of respiratory system co-occurrent with human immunodeficiency virus infection,37017244,SNOMED,713484001
Condition,Human immunodeficiency virus infection,Disorder of skin co-occurrent with human immunodeficiency virus infection,37017125,SNOMED,713340000
Condition,Human immunodeficiency virus infection,Disorder of spinal cord co-occurrent with human immunodeficiency virus infection,37017259,SNOMED,713503007
Condition,Human immunodeficiency virus infection,Disseminated atypical infection caused by Mycobacterium co-occurrent with human immunodeficiency virus infection,37017655,SNOMED,713967004
Condition,Human immunodeficiency virus infection,Disseminated infection caused by Strongyloides co-occurrent with human immunodeficiency virus infection,37019052,SNOMED,713445006
Condition,Human immunodeficiency virus infection,Encephalitis caused by human immunodeficiency virus type 1,3654950,SNOMED,840498003
Condition,Human immunodeficiency virus infection,Encephalitis caused by human immunodeficiency virus type 2,3654900,SNOMED,840442003
Condition,Human immunodeficiency virus infection,Enlargement of liver co-occurrent with human immunodeficiency virus infection,37017265,SNOMED,713510001
Condition,Human immunodeficiency virus infection,Eruption of skin co-occurrent with human immunodeficiency virus infection,37017106,SNOMED,713316008
Condition,Human immunodeficiency virus infection,Extrapulmonary tuberculosis co-occurrent with human immunodeficiency virus infection,37116831,SNOMED,733835007
Condition,Human immunodeficiency virus infection,Focal segmental glomerulosclerosis co-occurrent with human immunodeficiency virus infection,37017586,SNOMED,713887002
Condition,Human immunodeficiency virus infection,Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection,37017261,SNOMED,713505000
Condition,Human immunodeficiency virus infection,Heart disease co-occurrent with human immunodeficiency virus infection,37017093,SNOMED,713298006
Condition,Human immunodeficiency virus infection,Hemophagocytic syndrome co-occurrent with human immunodeficiency virus infection,37017209,SNOMED,713444005
Condition,Human immunodeficiency virus infection,HIV (human immunodeficiency virus) disease resulting in haematological and immunological abnormalities,46284256,SNOMED,943041000000105
Condition,Human immunodeficiency virus infection,HIV infection with acute lymphadenitis,4314426,SNOMED,87117006
Condition,Human immunodeficiency virus infection,HIV infection with aseptic meningitis,4201627,SNOMED,315019000
Condition,Human immunodeficiency virus infection,HIV infection with infectious mononucleosis-like syndrome,4172009,SNOMED,48794007
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus-associated periodontitis,4124361,SNOMED,235009000
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus (HIV) II infection category B1,45769839,SNOMED,72621000119104
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus (HIV) II infection category B2,45773072,SNOMED,72631000119101
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus (HIV) infection category B1,45769855,SNOMED,76981000119106
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus (HIV) infection category B2,45769856,SNOMED,76991000119109
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus complicating pregnancy childbirth and the puerperium,36715476,SNOMED,721166000
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus encephalitis,4161950,SNOMED,398329009
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus encephalopathy,4262297,SNOMED,397763006
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus enteropathy,4340791,SNOMED,235726002
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus I infection,4253472,SNOMED,40780007
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus II infection,432554,SNOMED,79019005
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus in mother complicating childbirth,45757132,SNOMED,10755671000119100
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus infection,439727,SNOMED,86406008
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus infection constitutional disease,4087603,SNOMED,186706006
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus infection with cognitive impairment,36687122,SNOMED,15928141000119107
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus infection with neurological disease,4087604,SNOMED,186707002
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus infection with secondary clinical infectious disease,4092686,SNOMED,186708007
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus leukoencephalopathy,4047624,SNOMED,230180003
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus myopathy,4347288,SNOMED,240103002
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with malaria,42536591,SNOMED,735522008
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with tuberculosis,42536590,SNOMED,735521001
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with malaria,42536593,SNOMED,735524009
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with tuberculosis,42536592,SNOMED,735523003
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with malaria,42536594,SNOMED,735526006
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with tuberculosis,42539031,SNOMED,735525005
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with malaria,42536596,SNOMED,735528007
Condition,Human immunodeficiency virus infection,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with tuberculosis,42536595,SNOMED,735527002
Condition,Human immunodeficiency virus infection,Immune reconstitution inflammatory syndrome caused by human immunodeficiency virus infection,37018063,SNOMED,714464009
