Concept ID,Concept Code,Concept Name,Domain,Vocabulary,Standard Concept
44824288,493.01,Extrinsic asthma with status asthmaticus,Condition,ICD9CM,N
3141622,266360009,Extrinsic asthma with status asthmaticus,Condition,Nebraska Lexicon,N
3164757,91340006,Extrinsic asthma with status asthmaticus,Condition,Nebraska Lexicon,N
252341,91340006,Extrinsic asthma with status asthmaticus,Condition,SNOMED,N
40345719,266360009,Extrinsic asthma with status asthmaticus,Condition,SNOMED,N
3080832,195971003,Extrinsic asthma with: [asthma attack] or [status asthmaticus],Condition,Nebraska Lexicon,N
40395878,195971003,Extrinsic asthma with: [asthma attack] or [status asthmaticus],Condition,SNOMED,N
3124987,195970002,Extrinsic asthma without status asthmaticus,Condition,Nebraska Lexicon,N
3141621,266359004,Extrinsic asthma without status asthmaticus,Condition,Nebraska Lexicon,N
3472300,63088003,Extrinsic asthma without status asthmaticus,Condition,Nebraska Lexicon,N
40345717,266359004,Extrinsic asthma without status asthmaticus,Condition,SNOMED,N
44824287,493,"Extrinsic asthma, unspecified",Condition,ICD9CM,N
3291913,426437004,Familial idiopathic pulmonary fibrosis,Condition,Nebraska Lexicon,N
4140134,426437004,Familial idiopathic pulmonary fibrosis,Condition,SNOMED,S
3085253,105439004,Family members deceased,Condition,Nebraska Lexicon,N
3098566,146783004,Female sterilisation failure,Condition,Nebraska Lexicon,N
44824594,768,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,Condition,ICD9CM,N
44837418,768.1,Fetal death from asphyxia or anoxia during labor,Condition,ICD9CM,N
3164095,84122000,Fetal intrapartum death,Condition,Nebraska Lexicon,N
3234457,84409004,Fetid chronic bronchitis,Condition,Nebraska Lexicon,N
4309350,84409004,Fetid chronic bronchitis,Condition,SNOMED,S
3159021,421154002,Fever associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
3159021,421154002,Fever associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
4227821,421154002,Fever associated with AIDS,Condition,SNOMED,N
4227821,421154002,Fever associated with AIDS,Condition,SNOMED,N
3157984,408545008,Fibrocalculous pancreatic diabetes,Condition,Nebraska Lexicon,N
3319322,2751001,Fibrocalculous pancreatic diabetes,Condition,Nebraska Lexicon,N
3523166,9.9261E+13,Fibrocalculous pancreatic diabetes,Condition,SNOMED,N
3523319,1.22481E+14,Fibrocalculous pancreatic diabetes,Condition,SNOMED,N
4099741,2751001,Fibrocalculous pancreatic diabetes,Condition,SNOMED,S
40585459,408545008,Fibrocalculous pancreatic diabetes,Condition,SNOMED,N
3178184,7.96E+15,Finding of ovarian cyst in woman currently pregnant,Condition,Nebraska Lexicon,S
3332957,713887002,Focal segmental glomerulosclerosis co-occurrent with human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
37017586,713887002,Focal segmental glomerulosclerosis co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,S
40395045,195786002,Frontal sinusitis (& chronic),Condition,SNOMED,N
35205620,A66.5,Gangosa,Condition,ICD10CM,N
44822852,102.5,Gangosa,Condition,ICD9CM,N
443775,24078009,Gangosa of yaws,Condition,SNOMED,S
3257391,713505000,Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
37017261,713505000,Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,S
1571652,O13,Gestational [pregnancy-induced] hypertension without significant proteinuria,Condition,ICD10CM,N
37200965,O13.4,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth",Condition,ICD10CM,N
37200966,O13.5,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",Condition,ICD10CM,N
45563051,O13.1,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester",Condition,ICD10CM,N
45548703,O13.2,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",Condition,ICD10CM,N
45563052,O13.3,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",Condition,ICD10CM,N
45548704,O13.9,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester",Condition,ICD10CM,N
3183244,5.62E+15,Gestational diabetes during pregnancy,Condition,Nebraska Lexicon,S
1571690,O24.4,Gestational diabetes mellitus,Condition,ICD10CM,N
3126882,199232003,Gestational diabetes mellitus,Condition,Nebraska Lexicon,N
3138281,237629002,Gestational diabetes mellitus,Condition,Nebraska Lexicon,N
3155992,393568003,Gestational diabetes mellitus,Condition,Nebraska Lexicon,N
4024659,11687002,Gestational diabetes mellitus,Condition,SNOMED,S
40395652,199232003,Gestational diabetes mellitus,Condition,SNOMED,N
40438058,237629002,Gestational diabetes mellitus,Condition,SNOMED,N
40571985,393568003,Gestational diabetes mellitus,Condition,SNOMED,N
3356929,4.0801E+13,Gestational diabetes mellitus complicating pregnancy,Condition,Nebraska Lexicon,N
37018765,4.0801E+13,Gestational diabetes mellitus complicating pregnancy,Condition,SNOMED,S
1571692,O24.42,Gestational diabetes mellitus in childbirth,Condition,ICD10CM,N
3423986,1.07535E+16,Gestational diabetes mellitus in childbirth,Condition,Nebraska Lexicon,N
45757124,1.07535E+16,Gestational diabetes mellitus in childbirth,Condition,SNOMED,S
37200978,O24.425,"Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs",Condition,ICD10CM,N
45539106,O24.420,"Gestational diabetes mellitus in childbirth, diet controlled",Condition,ICD10CM,N
45563059,O24.424,"Gestational diabetes mellitus in childbirth, insulin controlled",Condition,ICD10CM,N
45582460,O24.429,"Gestational diabetes mellitus in childbirth, unspecified control",Condition,ICD10CM,N
1571691,O24.41,Gestational diabetes mellitus in pregnancy,Condition,ICD10CM,N
37200977,O24.415,"Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs",Condition,ICD10CM,N
45553483,O24.410,"Gestational diabetes mellitus in pregnancy, diet controlled",Condition,ICD10CM,N
45582459,O24.414,"Gestational diabetes mellitus in pregnancy, insulin controlled",Condition,ICD10CM,N
45558215,O24.419,"Gestational diabetes mellitus in pregnancy, unspecified control",Condition,ICD10CM,N
37200979,O24.435,"Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs",Condition,ICD10CM,N
1571693,O24.43,Gestational diabetes mellitus in the puerperium,Condition,ICD10CM,N
45572770,O24.430,"Gestational diabetes mellitus in the puerperium, diet controlled",Condition,ICD10CM,N
45582461,O24.434,"Gestational diabetes mellitus in the puerperium, insulin controlled",Condition,ICD10CM,N
45592198,O24.439,"Gestational diabetes mellitus in the puerperium, unspecified control",Condition,ICD10CM,N
3244926,75022004,"Gestational diabetes mellitus, class A>1<",Condition,Nebraska Lexicon,N
4326434,75022004,"Gestational diabetes mellitus, class A>1<",Condition,SNOMED,S
3223260,46894009,"Gestational diabetes mellitus, class A>2<",Condition,Nebraska Lexicon,N
4263902,46894009,"Gestational diabetes mellitus, class A>2<",Condition,SNOMED,S
3159084,422155003,"Gestational diabetes mellitus, class B",Condition,Nebraska Lexicon,N
4226245,422155003,"Gestational diabetes mellitus, class B",Condition,SNOMED,N
3162805,71546005,"Gestational diabetes mellitus, class B>1<",Condition,Nebraska Lexicon,N
4325113,71546005,"Gestational diabetes mellitus, class B>1<",Condition,SNOMED,N
3159038,421389009,"Gestational diabetes mellitus, class C",Condition,Nebraska Lexicon,N
4228102,421389009,"Gestational diabetes mellitus, class C",Condition,SNOMED,N
3159040,421443003,"Gestational diabetes mellitus, class D",Condition,Nebraska Lexicon,N
4222834,421443003,"Gestational diabetes mellitus, class D",Condition,SNOMED,N
3159031,421223006,"Gestational diabetes mellitus, class F",Condition,Nebraska Lexicon,N
4222222,421223006,"Gestational diabetes mellitus, class F",Condition,SNOMED,N
3158990,420491007,"Gestational diabetes mellitus, class H",Condition,Nebraska Lexicon,N
4222547,420491007,"Gestational diabetes mellitus, class H",Condition,SNOMED,N
3159011,420989005,"Gestational diabetes mellitus, class R",Condition,Nebraska Lexicon,N
4223444,420989005,"Gestational diabetes mellitus, class R",Condition,SNOMED,N
3159002,420738003,"Gestational diabetes mellitus, class T",Condition,Nebraska Lexicon,N
4225013,420738003,"Gestational diabetes mellitus, class T",Condition,SNOMED,N
3146763,308551004,Gestational hypertension,Condition,Nebraska Lexicon,N
4205410,308551004,Gestational hypertension,Condition,SNOMED,N
3359351,4.0521E+13,Gestational hypertension after childbirth,Condition,Nebraska Lexicon,N
3261420,16003001,Giant bullous emphysema,Condition,Nebraska Lexicon,N
4050961,16003001,Giant bullous emphysema,Condition,SNOMED,S
3267695,716362006,Gingival disease co-occurrent with diabetes mellitus,Condition,Nebraska Lexicon,N
37396524,716362006,Gingival disease co-occurrent with diabetes mellitus,Condition,SNOMED,S
3306106,709147009,Gingivitis co-occurrent with diabetes mellitus,Condition,Nebraska Lexicon,N
46274096,709147009,Gingivitis co-occurrent with diabetes mellitus,Condition,SNOMED,S
3396586,123800009,Goldblatt hypertension,Condition,Nebraska Lexicon,N
4048212,123800009,Goldblatt hypertension,Condition,SNOMED,S
3245639,11641008,Grain worker's asthma,Condition,Nebraska Lexicon,N
3091176,139008001,Gravida 2,Condition,Nebraska Lexicon,N
3109548,161735008,Gravida 2,Condition,Nebraska Lexicon,N
3091177,139009009,Gravida 3,Condition,Nebraska Lexicon,N
3109549,161736009,Gravida 3,Condition,Nebraska Lexicon,N
3091178,139010004,Gravida 4,Condition,Nebraska Lexicon,N
3109550,161737000,Gravida 4,Condition,Nebraska Lexicon,N
3091179,139011000,Gravida 5,Condition,Nebraska Lexicon,N
3109551,161738005,Gravida 5,Condition,Nebraska Lexicon,N
3091180,139012007,Gravida 6,Condition,Nebraska Lexicon,N
3109552,161739002,Gravida 6,Condition,Nebraska Lexicon,N
3091181,139013002,Gravida 7,Condition,Nebraska Lexicon,N
3109553,161740000,Gravida 7,Condition,Nebraska Lexicon,N
3436673,95605009,Haemolysis-elevated liver enzymes-low platelet count syndrome,Condition,Nebraska Lexicon,N
3466897,60805002,Haemolytic anaemia with emphysema AND cutis laxa,Condition,Nebraska Lexicon,N
3157278,399347008,Has died,Condition,Nebraska Lexicon,N
4283362,67415000,Hay asthma,Condition,SNOMED,N
3137720,232351005,Hay fever - other allergen,Condition,Nebraska Lexicon,N
3558015,6.69891E+14,Hay fever - other allergen,Condition,SNOMED,N
4048478,232351005,Hay fever - other allergen,Condition,SNOMED,N
3162019,67415000,Hay fever with asthma,Condition,Nebraska Lexicon,N
3476610,233683003,Hay fever with asthma,Condition,Nebraska Lexicon,N
4123253,233683003,Hay fever with asthma,Condition,SNOMED,S
3254889,724357007,HCHWA - hereditary cerebral haemorrhage with amyloidosis,Condition,Nebraska Lexicon,N
3416294,45639009,HCHWA - Hereditary cerebral haemorrhage with amyloidosis,Condition,Nebraska Lexicon,N
3171306,722890004,Heart disease co-occurrent and due to chronic Chagas disease,Condition,Nebraska Lexicon,N
3251993,713298006,Heart disease co-occurrent with human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
37017093,713298006,Heart disease co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,S
40345178,266290000,Heart disease: [arteriosclerotic] or [chronic ischemic NOS],Condition,SNOMED,N
3090224,137986006,Heavy cigarette smoker,Condition,Nebraska Lexicon,N
45582448,O14.2,HELLP syndrome,Condition,ICD10CM,N
4316372,95605009,HELLP syndrome,Condition,SNOMED,S
45572763,O14.22,"HELLP syndrome (HELLP), second trimester",Condition,ICD10CM,N
45563053,O14.23,"HELLP syndrome (HELLP), third trimester",Condition,ICD10CM,N
45577561,O14.20,"HELLP syndrome (HELLP), unspecified trimester",Condition,ICD10CM,N
37200971,O14.24,"HELLP syndrome, complicating childbirth",Condition,ICD10CM,N
37200972,O14.25,"HELLP syndrome, complicating the puerperium",Condition,ICD10CM,N
45552533,G44.51,Hemicrania continua,Condition,ICD10CM,N
44832274,339.41,Hemicrania continua,Condition,ICD9CM,N
3391607,443095000,Hemicrania continua,Condition,Nebraska Lexicon,N
40480082,443095000,Hemicrania continua,Condition,SNOMED,S
4246105,60805002,Hemolytic anemia with emphysema AND cutis laxa,Condition,SNOMED,S
3187225,713444005,Hemophagocytic syndrome co-occurrent with human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
37017209,713444005,Hemophagocytic syndrome co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,S
4208824,56453003,"Hereditary cerebral amyloid angiopathy, Dutch type",Condition,SNOMED,S
4164289,45639009,"Hereditary cerebral amyloid angiopathy, Icelandic type",Condition,SNOMED,S
37119072,724357007,Hereditary cerebral hemorrhage with amyloidosis,Condition,SNOMED,S
45766123,703220002,Hereditary cystatin C amyloid angiopathy,Condition,SNOMED,N
3313284,721142006,"Hereditary endotheliopathy, retinopathy, nephropathy, stroke syndrome",Condition,Nebraska Lexicon,N
36717147,721142006,"Hereditary endotheliopathy, retinopathy, nephropathy, stroke syndrome",Condition,SNOMED,N
36675042,771306007,"Hereditary fibrosing poikiloderma, tendon contractures, myopathy, pulmonary fibrosis syndrome",Condition,SNOMED,S
3258790,721141004,Hereditary vascular retinopathy,Condition,Nebraska Lexicon,N
36715457,721141004,Hereditary vascular retinopathy,Condition,SNOMED,N
3159012,420991002,Herpes simplex associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
4225187,420991002,Herpes simplex associated with AIDS,Condition,SNOMED,N
40398392,194757006,High blood pressure (& [essential hypertension]),Condition,SNOMED,N
3229630,47200007,High risk pregnancy,Condition,Nebraska Lexicon,N
4188598,47200007,High risk pregnancy,Condition,SNOMED,S
40480278,444661007,High risk pregnancy due to history of preterm labor,Condition,SNOMED,S
3275684,444661007,High risk pregnancy due to history of preterm labour,Condition,Nebraska Lexicon,N
3360734,1.34781E+14,High risk pregnancy due to recurrent pregnancy loss,Condition,Nebraska Lexicon,N
37018878,1.34781E+14,High risk pregnancy due to recurrent pregnancy loss,Condition,SNOMED,S
3168925,9.93E+15,High risk pregnancy: history of abortion,Condition,Nebraska Lexicon,S
3303273,19769006,High-renin essential hypertension,Condition,Nebraska Lexicon,N
4058987,19769006,High-renin essential hypertension,Condition,SNOMED,S
46284256,9.43041E+14,HIV (human immunodeficiency virus) disease resulting in haematological and immunological abnormalities,Condition,SNOMED,S
4092690,186723002,HIV disease resulting in Burkitt's lymphoma,Condition,SNOMED,N
4092690,186723002,HIV disease resulting in Burkitt's lymphoma,Condition,SNOMED,N
4092687,186718002,HIV disease resulting in cytomegaloviral disease,Condition,SNOMED,N
3120300,187443002,HIV disease resulting in multiple infections,Condition,Nebraska Lexicon,N
4092689,186721000,HIV disease resulting in multiple infections,Condition,SNOMED,N
40380240,187443002,HIV disease resulting in multiple infections,Condition,SNOMED,N
4093297,186717007,HIV disease resulting in mycobacterial infection,Condition,SNOMED,N
3520467,6.15541E+14,HIV disease resulting in other types of non-Hodgkin's lymphoma,Condition,SNOMED,N
4093298,186724008,HIV disease resulting in other types of non-Hodgkin's lymphoma,Condition,SNOMED,N
3117745,179235008,HIV infection with acute lymphadenitis,Condition,Nebraska Lexicon,N
4314426,87117006,HIV infection with acute lymphadenitis,Condition,SNOMED,S
40263069,179235008,HIV infection with acute lymphadenitis,Condition,SNOMED,N
4201627,315019000,HIV infection with aseptic meningitis,Condition,SNOMED,S
4237443,5810003,HIV infection with infection by another virus,Condition,SNOMED,N
4172009,48794007,HIV infection with infectious mononucleosis-like syndrome,Condition,SNOMED,S
4291606,402915006,HIV seroconversion exanthem,Condition,SNOMED,N
4291606,402915006,HIV seroconversion exanthem,Condition,SNOMED,N
3239249,79019005,Hiv-2 infection,Condition,Nebraska Lexicon,N
4083351,281390005,HIV-related gut disease - cause unknown,Condition,SNOMED,N
4083351,281390005,HIV-related gut disease - cause unknown,Condition,SNOMED,N
3190303,123763000,Houssay syndrome,Condition,Nebraska Lexicon,N
4048202,123763000,Houssay's syndrome,Condition,SNOMED,S
40288730,123321001,HTLV-III/LAV infection,Condition,SNOMED,N
3086998,123321001,HTLV-III/LAV infection -RETIRED-,Condition,Nebraska Lexicon,N
3119900,186716003,Human immunodef virus resulting in other disease,Condition,Nebraska Lexicon,N
4089882,186716003,Human immunodef virus resulting in other disease,Condition,SNOMED,N
3387442,721166000,"Human immunodeficiency disease complicating pregnancy, childbirth and the puerperium",Condition,Nebraska Lexicon,N
3313745,7.2621E+13,Human immunodeficiency virus,Condition,Nebraska Lexicon,N
3119908,186724008,Human immunodeficiency virus (HIV) disease resulting in other types of non-Hodgkin's lymphoma,Condition,Nebraska Lexicon,N
45769839,7.2621E+13,Human immunodeficiency virus (HIV) II infection category B1,Condition,SNOMED,S
3223992,7.2631E+13,Human immunodeficiency virus (HIV) II infection category B2,Condition,Nebraska Lexicon,N
45773072,7.2631E+13,Human immunodeficiency virus (HIV) II infection category B2,Condition,SNOMED,S
3346972,7.6981E+13,Human immunodeficiency virus (HIV) infection category B1,Condition,Nebraska Lexicon,N
45769855,7.6981E+13,Human immunodeficiency virus (HIV) infection category B1,Condition,SNOMED,S
3274949,7.6991E+13,Human immunodeficiency virus (HIV) infection category B2,Condition,Nebraska Lexicon,N
45769856,7.6991E+13,Human immunodeficiency virus (HIV) infection category B2,Condition,SNOMED,S
35205776,B20,Human immunodeficiency virus [HIV] disease,Condition,ICD10CM,N
44829737,42,Human immunodeficiency virus [HIV] disease,Condition,ICD9CM,N
45597051,O98.72,Human immunodeficiency virus [HIV] disease complicating childbirth,Condition,ICD10CM,N
1571918,O98.71,Human immunodeficiency virus [HIV] disease complicating pregnancy,Condition,ICD10CM,N
45558346,O98.7,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium",Condition,ICD10CM,N
45606666,O98.711,"Human immunodeficiency virus [HIV] disease complicating pregnancy, first trimester",Condition,ICD10CM,N
45572902,O98.712,"Human immunodeficiency virus [HIV] disease complicating pregnancy, second trimester",Condition,ICD10CM,N
45534320,O98.713,"Human immunodeficiency virus [HIV] disease complicating pregnancy, third trimester",Condition,ICD10CM,N
45563193,O98.719,"Human immunodeficiency virus [HIV] disease complicating pregnancy, unspecified trimester",Condition,ICD10CM,N
45539221,O98.73,Human immunodeficiency virus [HIV] disease complicating the puerperium,Condition,ICD10CM,N
36715476,721166000,Human immunodeficiency virus complicating pregnancy childbirth and the puerperium,Condition,SNOMED,S
3119907,186723002,Human immunodeficiency virus disease resulting in Burkitt's lymphoma,Condition,Nebraska Lexicon,N
3119907,186723002,Human immunodeficiency virus disease resulting in Burkitt's lymphoma,Condition,Nebraska Lexicon,N
3119902,186718002,Human immunodeficiency virus disease resulting in cytomegaloviral disease,Condition,Nebraska Lexicon,N
3119905,186721000,Human immunodeficiency virus disease resulting in multiple infections,Condition,Nebraska Lexicon,N
3119901,186717007,Human immunodeficiency virus disease resulting in mycobacterial infection,Condition,Nebraska Lexicon,N
3225242,398329009,Human immunodeficiency virus encephalitis,Condition,Nebraska Lexicon,N
4161950,398329009,Human immunodeficiency virus encephalitis,Condition,SNOMED,S
3288848,397763006,Human immunodeficiency virus encephalopathy,Condition,Nebraska Lexicon,N
4262297,397763006,Human immunodeficiency virus encephalopathy,Condition,SNOMED,S
4340791,235726002,Human immunodeficiency virus enteropathy,Condition,SNOMED,S
3290051,40780007,Human immunodeficiency virus I infection,Condition,Nebraska Lexicon,N
4253472,40780007,Human immunodeficiency virus I infection,Condition,SNOMED,S
432554,79019005,Human immunodeficiency virus II infection,Condition,SNOMED,S
3332687,1.07557E+16,Human immunodeficiency virus in mother complicating childbirth,Condition,Nebraska Lexicon,N
45757132,1.07557E+16,Human immunodeficiency virus in mother complicating childbirth,Condition,SNOMED,S
3119895,186705005,Human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
3214945,86406008,Human immunodeficiency virus infection,Condition,Nebraska Lexicon,N
439727,86406008,Human immunodeficiency virus infection,Condition,SNOMED,S
3326029,186706006,Human immunodeficiency virus infection constitutional disease,Condition,Nebraska Lexicon,N
4087603,186706006,Human immunodeficiency virus infection constitutional disease,Condition,SNOMED,S
3231252,87117006,Human immunodeficiency virus infection with acute lymphadenitis,Condition,Nebraska Lexicon,N
3406340,315019000,Human immunodeficiency virus infection with aseptic meningitis,Condition,Nebraska Lexicon,N
36687122,1.59281E+16,Human immunodeficiency virus infection with cognitive impairment,Condition,SNOMED,S
3161148,5810003,Human immunodeficiency virus infection with infection caused by another virus,Condition,Nebraska Lexicon,N
3377833,48794007,Human immunodeficiency virus infection with infectious mononucleosis-like syndrome,Condition,Nebraska Lexicon,N
3313627,186707002,Human immunodeficiency virus infection with neurological disease,Condition,Nebraska Lexicon,N
4087604,186707002,Human immunodeficiency virus infection with neurological disease,Condition,SNOMED,S
3305806,95892003,Human immunodeficiency virus infection with persistent generalized lymphadenopathy,Condition,Nebraska Lexicon,N
3291339,186708007,Human immunodeficiency virus infection with secondary clinical infectious disease,Condition,Nebraska Lexicon,N
4092686,186708007,Human immunodeficiency virus infection with secondary clinical infectious disease,Condition,SNOMED,S
3348072,230180003,Human immunodeficiency virus leucoencephalopathy,Condition,Nebraska Lexicon,N
4047624,230180003,Human immunodeficiency virus leukoencephalopathy,Condition,SNOMED,S
3137519,230201009,Human immunodeficiency virus myelitis,Condition,Nebraska Lexicon,N
4045981,230201009,Human immunodeficiency virus myelitis,Condition,SNOMED,N
3243114,240103002,Human immunodeficiency virus myopathy,Condition,Nebraska Lexicon,N
4347288,240103002,Human immunodeficiency virus myopathy,Condition,SNOMED,S
3138677,240612001,Human immunodeficiency virus neuropathy,Condition,Nebraska Lexicon,N
40443170,240612001,Human immunodeficiency virus neuropathy,Condition,SNOMED,N
3419271,235726002,Human immunodeficiency virus non-pathogenic diarrhoea,Condition,Nebraska Lexicon,N
3519572,5.50891E+14,Human immunodeficiency virus resulting in other disease,Condition,SNOMED,N
3157521,402915006,Human immunodeficiency virus seroconversion exanthem,Condition,Nebraska Lexicon,N
3157521,402915006,Human immunodeficiency virus seroconversion exanthem,Condition,Nebraska Lexicon,N
3119898,186714000,Human immunodeficiency virus with other clinical findings,Condition,Nebraska Lexicon,N
4093296,186714000,Human immunodeficiency virus with other clinical findings,Condition,SNOMED,N
3264778,735522008,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with malaria,Condition,Nebraska Lexicon,N
42536591,735522008,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with malaria,Condition,SNOMED,S
3245376,735521001,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with tuberculosis,Condition,Nebraska Lexicon,N
42536590,735521001,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with tuberculosis,Condition,SNOMED,S
3327122,735524009,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with malaria,Condition,Nebraska Lexicon,N
42536593,735524009,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with malaria,Condition,SNOMED,S
3416922,735523003,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with tuberculosis,Condition,Nebraska Lexicon,N
42536592,735523003,Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with tuberculosis,Condition,SNOMED,S
3318088,735526006,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with malaria,Condition,Nebraska Lexicon,N
42536594,735526006,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with malaria,Condition,SNOMED,S
3298054,735525005,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with tuberculosis,Condition,Nebraska Lexicon,N
42539031,735525005,Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with tuberculosis,Condition,SNOMED,S
3313673,735528007,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with malaria,Condition,Nebraska Lexicon,N
42536596,735528007,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with malaria,Condition,SNOMED,S
3368282,735527002,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with tuberculosis,Condition,Nebraska Lexicon,N
42536595,735527002,Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with tuberculosis,Condition,SNOMED,S
45561777,B97.35,"Human immunodeficiency virus, type 2 [HIV 2] as the cause of diseases classified elsewhere",Condition,ICD10CM,N
44828699,79.53,"Human immunodeficiency virus, type 2 [HIV-2]",Condition,ICD9CM,N
3312451,235009000,Human immunodeficiency virus-associated periodontitis,Condition,Nebraska Lexicon,N
4124361,235009000,Human immunodeficiency virus-associated periodontitis,Condition,SNOMED,S
3144792,281390005,Human immunodeficiency virus-related gut disease - cause unknown,Condition,Nebraska Lexicon,N
3144792,281390005,Human immunodeficiency virus-related gut disease - cause unknown,Condition,Nebraska Lexicon,N
3227742,237613005,Hyperproinsulinaemia,Condition,Nebraska Lexicon,N
4034962,237613005,Hyperproinsulinemia,Condition,SNOMED,S
3124993,195979001,Hyperreactive airways disease,Condition,Nebraska Lexicon,N
3159004,420749009,Hypersplenism associated with acquired immunodeficiency syndrome,Condition,Nebraska Lexicon,N
4227200,420749009,Hypersplenism associated with AIDS,Condition,SNOMED,N
3307436,427889009,Hypertension associated with transplantation,Condition,Nebraska Lexicon,N
4322735,427889009,Hypertension associated with transplantation,Condition,SNOMED,S
3230119,48194001,Hypertension complicating pregnancy,Condition,Nebraska Lexicon,N
3255263,8.2771E+13,Hypertension complicating pregnancy,Condition,Nebraska Lexicon,N
42538946,8.2771E+13,Hypertension complicating pregnancy,Condition,SNOMED,S
3386875,198941007,"Hypertension complicating pregnancy, childbirth and the puerperium",Condition,Nebraska Lexicon,N
321080,198941007,"Hypertension complicating pregnancy, childbirth and the puerperium",Condition,SNOMED,S
3187664,5.41E+11,"Hypertension complicating pregnancy, childbirth and the puerperium, antepartum",Condition,Nebraska Lexicon,N
42873163,5.41E+11,"Hypertension complicating pregnancy, childbirth and the puerperium, antepartum",Condition,SNOMED,S
44833713,642,"Hypertension complicating pregnancy, childbirth, and the puerperium",Condition,ICD9CM,N
3656115,871642009,Hypertension due to aortic arch obstruction,Condition,SNOMED,S
3287433,766937004,Hypertension due to gain-of-function mutation in mineralocorticoid receptor,Condition,Nebraska Lexicon,N
35624277,766937004,Hypertension due to gain-of-function mutation in mineralocorticoid receptor,Condition,SNOMED,S
3220548,123799005,Hypertension due to renovascular disease,Condition,Nebraska Lexicon,N
3245939,23717007,Hypertension in antepartum pregnancy,Condition,Nebraska Lexicon,N
3415347,7.1701E+13,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,Condition,Nebraska Lexicon,N
45771067,7.1701E+13,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,Condition,SNOMED,S
3254516,7.1421E+13,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,Condition,Nebraska Lexicon,N
45771064,7.1421E+13,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,Condition,SNOMED,S
3279755,1.40131E+14,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,Condition,Nebraska Lexicon,N
45757447,1.40131E+14,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,Condition,SNOMED,S
3381404,1.40121E+14,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,Condition,Nebraska Lexicon,N
45757446,1.40121E+14,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,Condition,SNOMED,S
3295995,1.40111E+14,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,Condition,Nebraska Lexicon,N
45757445,1.40111E+14,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,Condition,SNOMED,S
3244126,1.40101E+14,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,Condition,Nebraska Lexicon,N
45757444,1.40101E+14,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,Condition,SNOMED,S
3148950,32966004,Hypertension in the obstetric context,Condition,Nebraska Lexicon,N
